"OBS","IP","M1","TB3","FF","PPI"
"1986M04",94.80000305175781,641,6.059999942779541,6.989999771118164,102.3000030517578
"1986M05",94.69999694824219,651.9000244140625,6.119999885559082,6.849999904632568,102.9000015258789
"1986M06",94.30000305175781,661,6.210000038146973,6.920000076293945,103.0999984741211
"1986M07",94.80000305175781,670.2000122070313,5.840000152587891,6.559999942779541,102.5
"1986M08",94.90000152587891,679.7999877929688,5.570000171661377,6.170000076293945,102.6999969482422
"1986M09",95,687.2999877929688,5.190000057220459,5.889999866485596,102.4000015258789
"1986M10",95.59999847412109,694.9000244140625,5.179999828338623,5.849999904632568,103.5999984741211
"1986M11",96.30000305175781,706.5,5.349999904632568,6.039999961853027,103.5999984741211
"1986M12",96.80000305175781,724.4000244140625,5.489999771118164,6.909999847412109,103.5
"1987M01",96.50700378417969,730.0999755859375,5.449999809265137,6.429999828338623,104
"1987M02",97.88500213623047,730.9000244140625,5.590000152587891,6.099999904632568,104.0999984741211
"1987M03",98.24900054931641,733.5,5.559999942779541,6.130000114440918,104.3000030517578
"1987M04",98.77400207519531,743.5,5.760000228881836,6.369999885559082,105.0999984741211
"1987M05",99.39600372314453,746.7000122070313,5.75,6.849999904632568,105.4000015258789
"1987M06",100.2509994506836,742.7999877929688,5.690000057220459,6.730000019073486,105.5
"1987M07",100.6159973144531,742.7999877929688,5.78000020980835,6.579999923706055,106
"1987M08",100.9199981689453,745.7000122070313,6,6.730000019073486,105.9000015258789
"1987M09",100.7160034179688,747.7000122070313,6.320000171661377,7.21999979019165,105.6999969482422
"1987M10",102.052001953125,756.4000244140625,6.400000095367432,7.289999961853027,106.1999969482422
"1987M11",102.1579971313477,753.4000244140625,5.809999942779541,6.690000057220459,106.3000030517578
"1987M12",102.8249969482422,749.7999877929688,5.800000190734863,6.769999980926514,105.8000030517578
"1988M01",103.1569976806641,757.2000122070313,5.900000095367432,6.829999923706055,106.3000030517578
"1988M02",103.3889999389648,757.7999877929688,5.690000057220459,6.579999923706055,106.0999984741211
"1988M03",103.4010009765625,761.4000244140625,5.690000057220459,6.579999923706055,106.3000030517578
"1988M04",104.2539978027344,768.5999755859375,5.920000076293945,6.869999885559082,107
"1988M05",103.9820022583008,771.9000244140625,6.269999980926514,7.090000152587891,107.5
"1988M06",104.0120010375977,778.5,6.5,7.510000228881836,107.6999969482422
"1988M07",104.6100006103516,782.5999755859375,6.730000019073486,7.75,108.5999984741211
"1988M08",105.2060012817383,783.2000122070313,7.019999980926514,8.010000228881836,108.6999969482422
"1988M09",104.6839981079102,783.4000244140625,7.230000019073486,8.189999580383301,108.5999984741211
"1988M10",104.9940032958984,784.2999877929688,7.340000152587891,8.300000190734863,109.4000015258789
"1988M11",105.5989990234375,785.0999755859375,7.679999828338623,8.350000381469727,109.8000030517578
"1988M12",106.2710037231445,786.9000244140625,8.090000152587891,8.760000228881836,110
"1989M01",106.640998840332,786,8.289999961853027,9.119999885559082,111.0999984741211
"1989M02",106.1569976806641,784.2000122070313,8.479999542236328,9.359999656677246,111.6999969482422
"1989M03",107.0719985961914,782.9000244140625,8.829999923706055,9.850000381469727,112.0999984741211
"1989M04",107.0709991455078,780.0999755859375,8.699999809265137,9.840000152587891,113
"1989M05",106.7020034790039,774.9000244140625,8.399999618530273,9.810000419616699,114.1999969482422
"1989M06",106.3600006103516,773.2999877929688,8.220000267028809,9.529999732971191,114.3000030517578
"1989M07",105.3059997558594,778.7000122070313,7.920000076293945,9.239999771118164,114.0999984741211
"1989M08",105.8450012207031,779.2999877929688,7.909999847412109,8.989999771118164,113.4000015258789
"1989M09",105.3759994506836,781.5999755859375,7.71999979019165,9.020000457763672,113.5999984741211
"1989M10",104.9879989624023,787,7.590000152587891,8.840000152587891,114.9000015258789
"1989M11",105.3570022583008,788.0999755859375,7.670000076293945,8.550000190734863,114.9000015258789
"1989M12",106.0599975585938,794.2000122070313,7.639999866485596,8.449999809265137,115.4000015258789
